-12.006|0.0,-42.0566875|0.489375,-43.28325|0.434125,-38.0145|0.3505,-42.43675|0.3873125,-40.4141875|0.473625,-41.5305|0.3495625,-40.0115|0.4456875,-44.3755625|0.3448125,-43.5669375|0.36775,-133.0865625|63.903125,-133.2913125|64.0435,-133.0520625|63.8664375,-135.368|64.720125,-133.4825|64.1506875,-133.7656875|64.6705,-132.88425|63.2244375,-134.2543125|64.5463125,-134.4283125|64.2289375,-132.179375|64.018,-138.35025|68.7481875,-135.4540625|69.2059375,-132.5964375|68.2301875,-134.13175|69.2491875,-133.1471875|68.631125,-134.234375|68.777125,-134.2315|68.25625,-135.3015625|70.1913125,-132.910375|68.393875,-133.770125|68.6318125,-144.5665|70.5803125,-144.9691875|72.018875,-146.741875|71.3946875,-145.412125|70.5214375,-149.4204375|71.0433125,-145.2904375|71.14,-146.001|71.572375,-146.0761875|71.72125,-144.73|71.20325,-145.2186875|70.8695625,-130.98075|76.7706875,-132.0126875|77.1275,-130.0290625|76.379,-132.18575|78.2250625,-132.1044375|76.954,-130.6973125|76.7345,-131.54|77.095625,-131.7989375|77.4948125,-125.326125|74.837375,-119.1601875|64.77675,
-44.6016875|0.3890625,-8.004|0.0,-70.615875|0.2879375,-86.9985|0.404,-76.039125|0.373125,-80.494375|0.3355,-76.148875|0.382375,-66.3945625|0.3706875,-70.87425|0.3316875,-74.89225|0.3100625,-135.366875|64.24175,-135.1495625|64.1760625,-134.6164375|63.6245625,-136.29725|64.822125,-136.1274375|64.4521875,-137.08825|64.5389375,-137.0725|64.4003125,-135.371125|64.1058125,-136.61275|64.8925,-135.0255625|64.456,-139.245|68.76275,-134.36075|68.828,-132.8370625|68.88475,-133.900375|69.4373125,-134.312|69.1615,-134.09775|69.4130625,-134.8020625|69.0134375,-135.1750625|69.3978125,-134.3029375|69.8794375,-133.48175|69.2575625,-144.412|75.5219375,-142.5926875|74.9413125,-143.912375|75.149375,-143.4281875|74.8634375,-132.748|64.563125,-142.9543125|74.3831875,-145.8061875|76.0263125,-143.096375|75.004125,-143.894875|75.2431875,-143.8211875|75.854125,-142.323125|77.528,-143.2173125|77.576875,-142.246375|77.245875,-143.2795|77.3895,-142.55825|77.09025,-140.8668125|76.8108125,-142.3183125|76.681375,-142.751875|76.8973125,-139.1215625|76.625625,-143.37075|77.8375625,
-73.9085|0.3695,-70.785125|0.3055,-9.0045|0.0,-80.0453125|0.4296875,-79.4470625|0.5335,-78.1879375|0.450625,-80.7184375|0.34125,-67.0194375|0.3231875,-82.554625|0.4819375,-81.0048125|0.4880625,-136.2056875|63.302125,-136.4809375|63.48025,-135.9056875|64.487125,-136.572625|62.8240625,-134.7700625|63.453875,-135.234125|63.863875,-137.553625|64.4390625,-135.9781875|64.0975,-134.7921875|63.722375,-135.390125|63.3283125,-138.661375|67.93525,-133.5873125|68.535,-133.19075|68.8930625,-133.4931875|68.903,-133.4470625|68.0044375,-134.3365|68.606375,-133.788875|68.69725,-133.7074375|68.1894375,-133.0363125|68.165,-134.541375|68.6260625,-147.729125|71.999375,-148.6473125|71.17875,-149.1098125|72.3165625,-149.535|71.481,-150.2194375|72.124125,-148.787875|71.0319375,-149.7880625|70.8898125,-148.92275|71.2764375,-149.4476875|71.8649375,-149.749375|72.3265,-143.7420625|76.6823125,-143.4111875|76.38075,-142.7821875|77.2159375,-143.769625|75.4236875,-144.1063125|75.8206875,-142.506125|76.6368125,-142.5751875|76.125875,-144.2675|76.43925,-139.644|76.708625,-145.1406875|76.346125,
-81.2369375|0.407625,-80.139875|0.3190625,-81.3519375|0.2956875,-9.0045|0.0,-71.8580625|0.416625,-70.1979375|0.403875,-73.1095625|0.3124375,-65.642625|0.414,-79.7020625|0.286,-74.6631875|0.35875,-136.387625|63.919875,-136.332875|63.7410625,-136.0020625|63.5811875,-136.535375|63.1604375,-136.228|63.600625,-136.9639375|63.759,-136.7488125|63.185875,-135.965125|63.855,-136.15075|63.9670625,-135.5043125|63.33725,-138.373625|68.383125,-133.744|68.4524375,-130.4764375|66.6801875,-132.6796875|68.8431875,-132.7040625|68.65,-132.535|67.759625,-134.165875|68.348,-133.4905625|68.4100625,-132.4754375|68.877875,-132.8516875|68.6873125,-148.679125|71.6545,-148.670125|72.0896875,-148.3818125|71.5565,-149.154875|70.9095,-151.5821875|71.1048125,-149.695125|71.41425,-151.8655625|71.641,-148.583625|71.1325625,-150.4299375|70.90225,-148.9643125|71.3393125,-143.8734375|76.842875,-143.8645|76.1535625,-142.455|76.297375,-143.07275|75.1661875,-144.7033125|75.289625,-142.6118125|76.745125,-142.926125|75.901375,-145.6328125|76.7715625,-139.395625|75.8481875,-145.7435625|75.626125,
-73.643875|0.4270625,-70.27|0.4045,-74.2785625|0.4206875,-69.393875|0.3763125,-11.0055|0.0,-65.6276875|0.408375,-65.5726875|0.406375,-62.389625|0.4804375,-68.28625|0.4236875,-69.177375|0.43675,-136.745125|64.1150625,-135.5880625|63.7158125,-134.9664375|63.4390625,-135.6821875|63.4045625,-135.937125|63.7281875,-135.8565|63.9594375,-136.7918125|64.5223125,-135.19525|63.9876875,-135.563|63.3453125,-134.9975625|63.8358125,-136.71225|67.96925,-132.9898125|67.995875,-132.3535|68.727,-132.78725|68.4725625,-132.677375|68.296125,-133.3476875|68.8046875,-134.6565625|68.83075,-132.9735625|68.008375,-131.253125|68.064375,-132.3385625|68.1490625,-147.5614375|70.7323125,-148.18125|70.855,-148.5728125|71.78075,-148.7551875|71.8385,-149.0008125|70.95875,-147.8315|71.0323125,-150.13575|70.7138125,-146.8679375|70.9630625,-149.2761875|72.0119375,-147.937875|70.7856875,-143.736375|76.4774375,-144.6656875|75.7605,-142.4934375|76.45825,-143.6005625|76.4914375,-144.7876875|75.556,-139.978875|75.3294375,-143.376875|76.003,-143.567875|76.78025,-137.094|76.2499375,-145.4350625|76.4654375,
-64.476125|0.3625625,-63.1826875|0.459875,-64.857125|0.369375,-61.5985625|0.3358125,-68.092|0.4480625,-9.0045|0.0,-58.1814375|0.46675,-53.1696875|0.4520625,-60.0366875|0.315375,-58.030375|0.3459375,-134.263375|64.0335625,-135.136375|63.815375,-132.4150625|62.94725,-134.2006875|63.425375,-136.1433125|64.0305625,-133.55|63.290625,-132.860125|63.4678125,-134.6051875|63.8899375,-133.975125|64.6384375,-134.7605625|63.842625,-136.7929375|67.6173125,-133.2774375|68.8279375,-131.7890625|68.8425625,-131.127375|68.352875,-132.0015625|68.1193125,-131.6353125|67.784625,-132.0223125|68.4310625,-132.6446875|68.9276875,-130.7075|68.186,-130.5075625|68.1038125,-146.94125|71.6585,-147.583375|70.7745625,-146.4153125|71.4268125,-146.954625|72.044375,-147.783375|71.55125,-147.7961875|71.9304375,-149.027375|71.52725,-147.4700625|70.6110625,-148.0405625|71.4033125,-147.428875|71.1635,-141.104|76.5554375,-142.8973125|76.8400625,-140.845|75.793875,-141.908|76.068,-145.527625|77.105875,-139.821125|75.78625,-141.9818125|76.7058125,-141.782375|76.523875,-135.6185625|76.2789375,-142.533875|75.6014375,
-56.972375|0.395875,-53.7403125|0.5619375,-56.71775|0.3899375,-54.4041875|0.434,-57.66275|0.441625,-55.5750625|0.465,-9.0045|0.0,-45.982375|0.3783125,-50.5224375|0.539875,-50.9195625|0.39425,-133.2530625|63.4096875,-135.3099375|64.5518125,-133.292625|63.725375,-134.294125|63.3651875,-133.054375|62.975,-133.0806875|63.490375,-135.6250625|64.11225,-134.2610625|64.826875,-133.1894375|63.275875,-132.7386875|64.038125,-136.150875|68.332,-131.0379375|68.0630625,-130.47725|68.69175,-130.6020625|68.537125,-129.5046875|67.5990625,-130.6616875|67.7654375,-130.9165625|67.6266875,-130.8741875|67.891125,-130.2605|68.4075,-131.13375|68.2696875,-147.7270625|71.8415,-145.8196875|71.162375,-144.8555625|70.95375,-147.23225|71.4358125,-147.203|70.9439375,-146.4800625|70.946,-148.981375|71.6138125,-145.9721875|71.2218125,-147.6515625|72.0595,-147.259625|71.0091875,-142.397625|76.79275,-141.121125|76.2201875,-140.1053125|76.0959375,-141.8743125|76.7370625,-143.294625|75.758625,-139.078875|76.268,-140.8241875|76.4371875,-141.5553125|75.5164375,-134.3375|74.9709375,-143.887125|76.351375,
-48.176625|0.622375,-45.8465625|0.485,-48.2130625|0.407,-46.952875|0.4328125,-49.69625|0.4695625,-47.354375|0.5443125,-48.8751875|0.3915,-10.005|0.0,-43.48125|0.4500625,-43.6103125|0.4806875,-129.06475|67.1395625,-129.6655|67.76675,-129.5914375|67.65275,-130.1951875|67.9264375,-128.9824375|67.507875,-129.6885625|67.38725,-129.927625|67.2971875,-130.731375|67.960375,-120.8934375|59.9123125,-130.7125|68.163875,-122.78075|63.026125,-128.992125|71.316625,-127.9365625|70.79925,-128.933875|71.525125,-129.321875|71.902375,-130.470375|71.874375,-129.792625|71.441625,-129.5696875|71.8355,-129.5136875|72.248625,-129.06275|71.9425,-144.593375|72.4560625,-144.5010625|72.222875,-143.7098125|72.121,-145.3891875|72.646875,-147.047125|73.144,-144.7980625|72.1889375,-145.421875|71.495,-144.162125|72.127875,-144.8601875|72.1313125,-144.9418125|72.330125,-140.33375|77.737125,-142.24825|78.792125,-139.5805625|77.3534375,-139.28075|77.683,-139.455|76.863625,-138.8263125|78.397875,-140.66925|78.08,-140.77975|77.512375,-133.7736875|77.362375,-141.1045|77.2565,
-45.50375|0.514625,-43.5525|0.5278125,-43.1804375|0.455625,-42.4413125|0.447875,-46.887875|0.442375,-41.837375|0.4536875,-44.06875|0.6401875,-43.265125|0.4485,-8.004|0.0,-41.2959375|0.596,-133.1509375|64.0176875,-132.3814375|63.439125,-132.11075|63.0069375,-132.741|63.40025,-132.9756875|63.2610625,-131.98575|64.044875,-134.1274375|63.4634375,-133.36425|64.5971875,-132.4926875|63.3621875,-132.2025|63.619875,-135.128|67.6451875,-131.123125|68.7798125,-130.682|68.0465625,-129.179875|67.6961875,-129.5383125|67.9283125,-131.171|68.5555625,-131.86625|68.4096875,-131.874|68.875375,-129.0130625|68.4863125,-131.0473125|69.0750625,-145.734375|70.87625,-145.9619375|72.443875,-144.959875|71.003125,-146.2995|71.1514375,-146.342375|70.8375625,-146.157125|71.4013125,-147.1604375|71.776125,-145.9698125|71.16875,-144.4619375|71.503875,-146.8574375|72.1,-140.092|76.3405,-139.948625|75.7575625,-138.430875|76.1035,-139.2761875|75.7623125,-140.849125|75.915875,-137.92425|76.5215625,-140.289625|75.5503125,-140.9785|76.5344375,-136.379|77.0996875,-141.9805625|76.3704375,
-41.8378125|0.803,-40.7345|0.839625,-40.9863125|0.82375,-42.9395625|0.87725,-43.1446875|0.965125,-42.276|0.785875,-40.3004375|0.672,-41.6638125|0.744875,-41.029625|0.71675,-9.0045|0.0,-132.5635625|63.390875,-131.983625|64.136625,-133.4806875|63.985375,-132.8788125|64.1705,-133.9304375|63.23725,-132.0248125|63.15225,-133.2305625|63.8835,-133.5216875|64.586625,-132.5555|63.376125,-132.4971875|64.046375,-135.824125|68.28925,-131.1298125|68.78225,-130.4971875|68.829125,-128.59175|68.153875,-131.0573125|68.50675,-132.2105625|69.036625,-129.959875|67.5275,-131.3023125|68.27425,-130.59575|69.130625,-129.5260625|68.31225,-144.3560625|71.523375,-146.20825|71.6905,-146.411625|72.9705,-146.3593125|71.9425,-146.993375|71.60075,-146.37525|72.369125,-146.3103125|71.854375,-144.2924375|71.779375,-144.6540625|71.6965,-145.4751875|71.303375,-140.0684375|77.13575,-140.114125|76.03025,-138.2638125|75.373375,-138.819375|76.171125,-140.7865|76.087125,-136.8405625|75.87775,-139.9856875|76.753625,-140.174125|76.867125,-134.17525|75.598,-143.871|77.322875,
