-11.0055|0.0,-55.61525|0.8141875,-52.3223125|1.0755,-55.264|0.987375,-51.8588125|1.3024375,-49.2433125|1.1648125,-54.1283125|1.114125,-50.298125|0.87775,-56.7293125|1.218125,-194.65475|91.3578125,-194.662|90.8585625,-197.638875|90.9409375,-196.990125|91.4731875,-201.21425|91.692375,-193.202875|90.9953125,-193.695125|91.1983125,-196.09025|92.821375,-195.3634375|91.64925,-198.58975|94.5061875,-194.1395|93.8720625,-196.378|93.87875,-193.398125|92.8466875,-196.928|94.22025,-194.6103125|92.980625,-195.527|93.205125,-195.3929375|93.80375,-196.4988125|93.7775625,-198.837875|90.27575,-200.040375|89.8220625,-198.5151875|89.16575,-199.5873125|90.666375,-199.7899375|90.8390625,-199.104125|89.9095,-199.3705|89.3925625,-204.993|90.381125,-198.9828125|89.3095,-191.8405|92.873125,-190.32175|92.6046875,-194.3421875|95.13625,-173.5650625|83.360375,-193.2824375|93.841,-189.111875|92.0386875,-190.0243125|90.6685,-189.1046875|93.977,-192.121|92.656625,-195.7321875|91.2624375,-197.3346875|92.5388125,-198.3639375|93.7494375,-199.734625|90.2835625,-198.8240625|91.696,-196.6238125|91.6973125,-194.893875|90.861,-192.9211875|90.54025,-195.6125625|91.555,-200.042125|94.4105625,-197.3730625|94.3270625,-188.635125|93.5596875,-198.395375|94.9921875,-197.463125|95.14875,-197.8148125|96.049,-199.162125|95.1546875,-198.19|96.29625,-196.2804375|95.095,-199.4168125|92.5728125,-194.01175|91.195375,-194.3379375|93.6773125,-195.7951875|91.66,-194.37625|90.9350625,-193.2164375|93.2028125,-196.3991875|93.4305,-193.4925|91.536,-196.9513125|93.5150625,-202.549125|92.65525,-203.2748125|93.05475,-210.3874375|95.3223125,-208.2545625|94.397,-205.53625|94.190625,-208.570125|93.562875,-206.449375|93.012875,-205.909125|94.99325,-204.819125|94.095,
-61.5761875|1.33625,-8.004|0.0,-109.96175|0.963,-102.247375|1.00225,-115.5876875|1.0688125,-108.890375|0.989375,-111.2950625|0.9486875,-101.8924375|0.7980625,-104.8838125|1.0065,-195.1123125|89.0330625,-193.1828125|90.9764375,-195.7486875|89.83225,-195.85875|89.364375,-197.820375|88.248625,-190.51325|88.0623125,-190.4969375|87.51425,-194.4440625|88.903875,-194.73675|88.6254375,-196.19|90.2665,-192.1265625|91.367625,-192.504125|90.831625,-196.5465625|92.9896875,-198.230875|93.51725,-194.4929375|91.7464375,-197.0974375|93.2813125,-197.19025|93.4685625,-195.5964375|91.7476875,-201.591875|88.1355625,-202.752875|88.254,-200.569125|87.955,-203.95725|89.810625,-202.4613125|87.5889375,-199.7424375|87.447625,-203.1856875|89.2286875,-203.7706875|88.1351875,-202.053375|88.9703125,-196.8858125|87.48825,-197.7910625|87.83525,-194.4383125|87.0445625,-189.800125|89.228875,-195.94175|88.3949375,-195.2653125|87.84025,-198.1095|88.4863125,-196.7061875|88.8525,-195.664625|86.65,-191.71|89.0775625,-195.140625|90.3506875,-190.71825|88.8795,-201.0211875|89.8479375,-196.2163125|90.582875,-192.6535625|89.240625,-193.89275|90.5069375,-195.351375|89.8196875,-194.9213125|90.4989375,-201.703625|95.165125,-202.785625|95.5690625,-192.2883125|93.876375,-200.3773125|93.3855,-201.023625|94.231875,-202.7841875|95.483125,-203.3266875|94.836375,-200.6380625|94.5723125,-200.978125|94.6261875,-200.047|91.8466875,-195.133875|90.8743125,-193.39675|91.728125,-197.797375|92.9403125,-193.26975|89.213875,-191.7399375|89.8265625,-193.1735|90.433125,-191.75275|89.611,-189.9848125|88.7159375,-206.1724375|91.6415,-208.569625|92.2985,-209.2125625|91.43625,-204.5904375|91.1021875,-206.692125|91.20225,-206.680625|91.41775,-208.284125|92.103125,-208.7955|92.0014375,-204.7074375|91.047125,
-90.6193125|0.7179375,-92.531625|0.6113125,-10.005|0.0,-101.9028125|0.73075,-97.3765625|0.6158125,-100.842375|0.62375,-102.27375|0.615875,-95.9028125|0.5264375,-103.611875|0.6216875,-189.7841875|91.484375,-191.359375|93.2005,-192.37575|91.9239375,-190.328125|90.8530625,-196.5640625|92.150875,-188.9335625|90.6906875,-188.195375|90.60425,-191.5416875|93.8218125,-192.8254375|92.286,-193.1105|93.2408125,-188.3326875|93.134375,-186.5575|92.342625,-191.5274375|93.990375,-191.9980625|92.6220625,-186.9879375|92.0395625,-189.10675|92.72875,-187.5491875|92.836,-189.81675|91.71375,-185.3000625|91.746,-187.0494375|90.774375,-187.273625|91.4724375,-186.4345625|90.702,-190.52375|92.519625,-188.361375|92.427875,-184.1263125|90.636375,-177.477|82.545125,-187.3498125|91.2775625,-194.677|90.148125,-192.2454375|89.8908125,-194.376125|90.8729375,-184.8824375|90.280125,-194.0313125|91.527875,-193.462625|89.5574375,-195.4625|91.6821875,-193.68475|90.110125,-191.7586875|90.83175,-191.571875|92.4151875,-188.8316875|91.323,-190.27425|92.501125,-194.2708125|91.938875,-194.04575|92.470125,-193.251375|93.8715,-188.44575|92.1770625,-190.7029375|91.622625,-190.6260625|91.8679375,-193.462875|99.106375,-192.756375|98.5144375,-171.3370625|86.9430625,-191.1015625|99.1223125,-190.5415625|99.1313125,-192.9353125|99.771625,-189.43025|98.4633125,-189.513625|100.01825,-193.5140625|100.8855625,-193.306375|91.9488125,-190.284625|92.5803125,-189.8289375|93.30875,-189.885125|93.988375,-190.6225|92.742375,-190.352625|92.7448125,-193.239125|93.5240625,-191.499|93.2046875,-187.951625|91.521875,-206.356875|95.9469375,-205.110625|94.1230625,-203.694625|93.91725,-203.0695625|95.6191875,-199.7835|93.292375,-200.409875|93.457375,-202.00375|93.888125,-204.003625|95.1275625,-204.09125|95.3038125,
-92.103625|1.112875,-99.8016875|0.95225,-106.0770625|0.943375,-8.004|0.0,-95.6040625|1.2105,-85.3554375|0.8575,-92.90175|1.1481875,-83.67125|1.0540625,-86.831625|1.013,-190.4019375|91.5833125,-188.2933125|88.835625,-188.3073125|88.0934375,-194.2108125|93.159375,-195.6684375|89.5069375,-187.91875|89.47925,-189.6548125|90.5303125,-187.686125|89.9685625,-190.663|91.2071875,-190.2669375|92.3589375,-188.2845625|93.41375,-190.28225|94.0100625,-188.15625|92.885625,-191.12375|92.674875,-187.5276875|91.8489375,-190.109625|92.713625,-191.5414375|93.108625,-191.844375|93.9830625,-198.7286875|88.564875,-199.086625|90.1424375,-198.7689375|89.93675,-197.6285625|88.25975,-201.4303125|89.1209375,-195.3108125|87.7025625,-198.2825625|88.573625,-199.292625|88.705375,-200.531|89.552125,-193.4215625|88.2068125,-197.3645|90.0520625,-194.451875|87.8253125,-182.4025|88.2881875,-196.43075|88.847625,-193.783875|90.2239375,-192.7355|88.206125,-192.683|89.18325,-193.8103125|89.5391875,-189.6900625|90.4808125,-188.744625|91.3235625,-189.654|90.3246875,-194.839|92.13025,-192.3664375|90.4855625,-190.753625|91.9338125,-190.6415625|92.2285,-188.77275|90.29075,-189.0785|89.952875,-204.1281875|98.7375,-198.4324375|95.0938125,-187.501875|96.5146875,-198.6728125|96.404375,-200.5501875|94.80675,-200.216125|94.9105625,-196.951625|95.3126875,-195.898|94.2143125,-196.4275|95.045,-184.269625|88.216125,-186.6504375|94.8588125,-188.337125|94.6245,-186.2998125|94.7096875,-185.1515|93.601375,-188.5801875|95.4595625,-188.1675625|94.592875,-188.097375|94.2795625,-188.047625|94.434375,-201.5164375|92.526375,-207.0633125|95.2571875,-202.8023125|93.5064375,-202.2343125|94.2394375,-203.07525|93.606,-202.2763125|93.0418125,-202.757|93.095375,-197.750375|92.3388125,-202.948375|93.599625,
-89.92175|1.124,-88.744625|1.0514375,-89.0290625|1.0125,-91.634625|1.123125,-9.0045|0.0,-68.532|1.0244375,-76.75225|0.9465625,-70.6515625|1.164125,-77.7069375|1.1238125,-178.7518125|90.5146875,-179.1023125|91.094625,-179.097125|90.2838125,-181.059375|90.88825,-174.1275625|81.5180625,-181.1261875|91.7339375,-179.376875|91.517625,-179.3675|90.7906875,-180.843125|90.1650625,-191.529625|93.030125,-187.576625|93.4861875,-186.1800625|92.4439375,-187.57325|92.4186875,-186.387|93.4383125,-187.251|92.734375,-188.310625|92.962875,-187.6880625|93.2370625,-189.5445|92.593625,-195.1765|88.2731875,-198.9868125|89.631,-196.35775|89.093625,-200.725625|89.4559375,-201.219|90.3479375,-195.8049375|88.859875,-196.1076875|89.183875,-197.587125|88.91825,-198.1800625|91.2999375,-193.4405|89.4495,-193.4116875|89.0810625,-193.7195|90.0559375,-184.4914375|89.989875,-191.669375|90.320875,-187.7863125|89.2324375,-193.1568125|90.171875,-193.768125|90.54575,-191.88225|88.70775,-186.30125|90.04575,-186.74575|90.4096875,-186.2761875|91.06025,-194.48725|92.0769375,-188.6258125|90.8938125,-186.36925|89.6679375,-187.3951875|91.099,-189.7291875|91.0539375,-184.3545|88.1751875,-195.27425|93.387625,-197.067375|94.6181875,-184.179625|94.54275,-195.0143125|94.034375,-196.34375|92.6196875,-196.7039375|94.3391875,-195.3853125|94.534125,-197.3318125|94.1415625,-195.1890625|94.3441875,-193.2298125|90.22725,-186.817375|90.7775625,-186.762625|90.85025,-186.97775|90.183,-191.0315625|92.5748125,-189.3900625|91.8291875,-189.1876875|91.0549375,-188.2253125|91.612125,-188.3293125|91.8815,-202.5445|92.9435625,-202.7281875|91.081,-204.24825|93.469625,-199.9823125|93.327875,-201.1886875|93.434875,-200.68275|93.7340625,-199.1451875|92.4156875,-199.4005625|91.1415,-201.1701875|94.555375,
-75.409625|1.1501875,-71.377625|1.29775,-76.4779375|1.3805625,-75.662625|1.1584375,-77.1639375|0.93975,-8.004|0.0,-58.512375|0.9699375,-55.2538125|1.3599375,-66.49775|1.1605,-187.126375|90.7745,-183.854|88.0985625,-187.7376875|89.77475,-187.766125|90.2358125,-194.6551875|88.6055,-186.75725|90.127375,-187.45|90.080375,-184.3834375|88.735875,-185.9370625|88.5075,-188.8401875|94.7381875,-183.6709375|92.299625,-189.2234375|92.6903125,-184.1174375|92.442875,-188.234125|92.7486875,-183.880875|91.7246875,-185.88625|93.1648125,-186.0493125|92.3180625,-186.0354375|92.10775,-196.9605|88.688625,-194.0130625|88.213,-194.4920625|89.465,-195.4545|87.3688125,-193.8495|87.8889375,-194.2363125|88.5374375,-197.920375|90.7699375,-197.735|89.2236875,-197.0955625|89.70575,-190.2236875|89.781,-188.3049375|89.619875,-191.176125|89.62475,-180.7786875|89.38875,-191.2995|92.2035,-191.11725|90.5145625,-190.5236875|88.6756875,-187.8518125|90.681375,-189.889|89.8481875,-176.94825|89.2383125,-174.9879375|89.6275625,-175.2793125|89.9225625,-170.1818125|84.14775,-173.9614375|89.2088125,-171.3488125|87.784,-173.268875|89.4744375,-174.5901875|88.200875,-175.603875|89.711,-198.60875|95.7648125,-195.7273125|96.2305625,-180.46175|94.58825,-194.8671875|95.615,-194.10175|93.808375,-193.608125|95.776125,-193.3323125|95.696625,-191.1870625|93.6348125,-191.2809375|95.415,-191.2096875|91.968,-182.9214375|90.1254375,-187.485625|92.266125,-188.137375|92.51875,-187.318375|92.2650625,-188.605|92.937375,-187.5434375|91.9334375,-186.617875|90.201375,-185.9063125|90.2855,-198.741625|92.1104375,-200.784125|92.60875,-201.1765625|94.420125,-194.6659375|91.578375,-198.4881875|93.400375,-199.493625|93.6448125,-198.48475|92.543125,-197.5471875|92.4364375,-199.82|93.7241875,
-63.808|1.0596875,-62.6953125|0.8785,-68.79275|0.902625,-63.419875|1.3503125,-69.101|1.264875,-59.0155|1.246875,-10.005|0.0,-51.033125|1.502375,-59.5995625|1.21175,-189.580375|89.959,-185.29825|88.00425,-190.01|91.0670625,-187.0633125|88.858375,-193.1555625|88.933125,-180.1186875|86.8623125,-184.83325|87.97625,-184.997875|89.165,-187.325625|88.8789375,-188.234|90.6326875,-182.812|91.42975,-187.8020625|93.2935625,-185.1206875|92.0074375,-189.2385625|93.1731875,-184.697375|92.423,-180.9923125|88.8825625,-184.40825|92.5015625,-186.0500625|91.58575,-193.516375|87.74925,-193.5379375|86.868125,-194.6301875|86.73975,-196.67125|87.8165625,-194.194125|87.0843125,-193.868|86.268375,-194.9435|87.9281875,-192.662125|85.330625,-193.226|88.160625,-192.0485|90.0025625,-192.8688125|90.09425,-195.20025|91.360125,-179.13|87.6519375,-189.4159375|88.2039375,-190.9079375|90.404125,-190.92575|87.8818125,-188.1711875|87.8114375,-188.7110625|88.21975,-187.5558125|89.3720625,-185.6894375|89.95725,-186.402125|89.7035625,-189.80975|89.6869375,-187.97575|89.39475,-188.506375|90.274125,-182.8199375|88.126875,-186.8785|90.35125,-186.9376875|89.435875,-195.75275|92.8735625,-194.9568125|94.1894375,-179.914125|92.7523125,-194.2798125|94.7231875,-190.52475|92.585375,-196.101625|94.4870625,-194.407625|93.3944375,-193.2583125|94.14625,-192.864625|94.0848125,-192.8510625|89.931625,-182.768|89.56875,-183.0805|90.0705625,-184.9078125|91.4558125,-184.225125|89.3756875,-186.8359375|91.5750625,-185.211625|89.42725,-185.9285625|89.3874375,-187.059|91.1184375,-197.839875|91.593375,-199.300125|91.519,-202.387125|92.369875,-198.826625|92.7773125,-199.081875|91.861375,-200.3353125|93.177125,-199.985625|91.492625,-199.1861875|92.6489375,-199.566125|92.2811875,
-49.1323125|1.10275,-47.920125|1.272125,-52.1983125|0.96875,-49.16375|1.016625,-52.9791875|1.0825625,-46.9328125|1.025125,-47.97375|1.029875,-8.004|0.0,-46.1841875|1.14825,-183.8815|90.697375,-184.146875|89.389,-185.4368125|90.5065625,-184.1091875|90.07325,-189.3546875|89.837875,-180.8383125|89.499875,-181.123|88.4394375,-182.8298125|89.3788125,-183.6714375|90.734875,-169.0689375|85.26675,-171.8680625|90.2933125,-171.183625|89.7425625,-174.5848125|91.1019375,-173.4034375|90.9883125,-172.568375|91.307875,-172.6288125|89.6165,-174.39325|91.1048125,-172.7248125|91.291,-193.087625|90.054625,-192.8271875|87.7761875,-191.603625|89.665875,-190.1744375|87.9605625,-195.5168125|89.475625,-189.6615625|88.5778125,-190.43025|89.1994375,-195.9009375|89.5996875,-189.5035625|88.1600625,-184.95975|87.237375,-187.915875|89.1388125,-189.5560625|89.329,-176.64175|88.635375,-186.8155625|88.7066875,-187.805375|89.521625,-189.452875|89.286,-186.047875|88.8049375,-186.8133125|89.36175,-185.6699375|90.666625,-182.3565|90.18825,-182.1646875|90.8360625,-187.3631875|90.1695625,-184.667625|91.532,-180.6336875|89.243375,-180.5655|90.08125,-185.30225|92.071875,-185.0798125|91.4900625,-191.9874375|94.424375,-191.9739375|95.4195625,-180.226625|95.53725,-191.33025|94.592625,-192.3568125|93.6923125,-193.512125|96.0845625,-191.6996875|93.9675,-193.3538125|95.9135,-187.8885625|93.081375,-189.553625|91.426125,-182.37|91.6936875,-180.0494375|90.1838125,-183.750875|91.623125,-181.60725|91.3269375,-181.047875|91.083625,-181.907|91.603125,-184.592875|93.240375,-182.3749375|89.3349375,-195.5184375|91.976125,-194.5598125|91.3489375,-197.733375|91.957375,-195.347|92.129875,-193.5258125|92.1935625,-198.7163125|93.146125,-197.4526875|94.33275,-195.609875|93.3965625,-194.8419375|92.128375,
-45.048625|1.301375,-41.3431875|1.5505,-46.952875|1.48425,-46.698|1.29,-47.42875|1.480125,-42.8395|1.44925,-43.0548125|1.328875,-40.243875|1.22825,-11.0055|0.0,-187.325375|91.6825,-184.03375|90.3504375,-183.95575|89.687625,-186.6570625|91.507875,-194.1875|91.372875,-184.556125|90.701875,-183.693875|90.0313125,-182.128375|89.7390625,-183.501375|90.2825625,-187.46175|92.38125,-181.277375|92.360625,-185.0540625|93.432125,-185.974375|94.417875,-184.355625|93.070625,-184.2120625|92.400125,-183.1828125|91.828625,-184.928875|94.639375,-185.06875|93.2664375,-191.463|89.139125,-194.1465625|88.875875,-192.6025|89.249125,-193.5039375|89.111125,-194.0626875|88.311625,-188.5041875|87.8461875,-191.8583125|89.0530625,-193.4260625|89.715625,-189.794|87.9114375,-189.1809375|91.452625,-189.8116875|88.948875,-191.2045|91.154375,-177.3300625|89.1696875,-189.616125|90.929125,-188.11325|89.4913125,-187.7299375|89.65475,-188.1190625|89.727625,-185.512375|88.08875,-183.1854375|91.0255625,-182.7461875|90.1410625,-183.047875|91.3511875,-191.180875|91.9406875,-185.456875|90.694625,-181.8073125|90.0056875,-182.4496875|91.2390625,-185.4199375|91.5459375,-183.0001875|90.2856875,-193.627|94.619875,-189.1111875|95.550875,-177.635625|94.194625,-191.014|95.3961875,-191.4894375|95.93425,-193.206625|96.240625,-193.0249375|95.7201875,-191.27825|95.0188125,-189.8730625|95.882375,-188.3055625|91.5639375,-182.8735|91.6709375,-185.20725|92.6460625,-183.1414375|91.4895,-180.3985|90.14775,-183.8938125|91.73575,-185.982625|92.624625,-181.476375|90.5196875,-183.533375|90.82875,-196.4818125|96.9726875,-197.843125|96.671375,-185.689125|86.3698125,-195.2385625|97.744875,-196.6053125|97.84525,-197.69425|97.7415,-193.242125|95.659625,-194.881375|96.5103125,-195.8981875|96.187125,
-189.66225|86.1715625,-188.6035625|84.7281875,-189.2273125|86.8281875,-190.166125|85.2025,-179.396375|85.0196875,-188.22325|85.9394375,-190.0286875|86.601625,-189.4823125|86.5215,-189.5421875|86.79675,-11.0055|0.0,-98.8034375|0.877625,-91.7801875|0.941875,-95.7709375|1.119375,-86.276875|0.946375,-97.169375|1.2273125,-107.9276875|0.8015,-101.601375|1.1796875,-107.8301875|0.8328125,-186.3870625|95.0374375,-184.92925|95.3405,-176.8165|91.6565625,-181.9003125|91.36075,-183.952125|94.18625,-182.9728125|93.54375,-182.0249375|93.0918125,-183.755875|94.1976875,-188.095875|95.2809375,-193.9565625|89.82975,-191.36825|89.2135,-194.3475|89.6345625,-192.5184375|91.0055625,-188.6365|88.4618125,-192.532875|89.6981875,-195.07325|89.684625,-192.5960625|88.5049375,-192.803625|89.55025,-191.15|89.8975625,-189.4926875|88.5066875,-191.16175|90.542125,-191.18175|89.4933125,-192.3080625|91.4038125,-189.865625|88.83375,-183.5998125|88.7990625,-187.649125|89.457625,-187.96475|89.6488125,-186.825375|91.223625,-189.495125|91.621,-189.243875|93.0581875,-192.3641875|89.7495,-190.28225|90.721875,-190.559125|92.2654375,-187.607875|90.770875,-186.8618125|89.9473125,-188.67775|91.7488125,-194.7375625|95.9736875,-195.4115625|95.95275,-194.8765625|95.2079375,-186.381|95.0845625,-193.017125|94.8305625,-195.1834375|96.558625,-193.020625|95.19975,-194.1018125|96.3380625,-196.8761875|97.0279375,-184.2074375|92.718875,-177.497875|91.8844375,-177.9550625|91.78875,-179.6505625|92.2585,-184.8225|93.504625,-184.303125|91.2573125,-182.6048125|92.052875,-182.9283125|91.5595625,-182.9701875|91.6761875,-198.7731875|93.53175,-199.8675|93.1729375,-201.832875|93.0859375,-200.0953125|93.049,-204.9460625|91.674375,-199.68125|94.56175,-199.9131875|94.558625,-199.7090625|92.1490625,-204.5149375|94.193375,
