-11.0055|0.0,-20.172875|1.8275,-20.723375|1.73475,-19.7746875|2.0608125,-21.036625|1.6743125,-66.5763125|38.4524375,-65.02175|38.7513125,-66.9638125|38.6859375,-66.615125|38.5680625,-66.3076875|38.6473125,-63.4653125|31.8398125,-63.2316875|31.855625,-62.979375|31.74975,-62.260875|31.9734375,-63.9040625|32.066875,-61.6814375|36.6721875,-61.98825|36.5401875,-62.645125|36.72,-61.7563125|36.1694375,-55.908|31.3039375,-67.2380625|39.00125,-68.9768125|39.80575,-69.1|39.446,-69.668375|39.825875,-68.5716875|39.2091875,
-21.9244375|2.3215,-8.004|0.0,-33.9495625|2.2965,-35.79575|2.6331875,-34.4083125|2.1323125,-66.5998125|38.4583125,-65.3290625|38.4105625,-68.1526875|38.729125,-68.164625|38.348625,-67.6211875|38.1676875,-64.369625|31.77175,-65.30575|31.6094375,-65.31725|32.14875,-62.7424375|32.1980625,-64.1355|32.2773125,-66.5990625|36.909875,-66.8854375|37.0335625,-67.140875|37.1359375,-67.600125|37.298625,-67.2288125|37.5335625,-53.2634375|29.96975,-66.238625|39.3399375,-66.8931875|39.8551875,-66.199625|39.53125,-66.2833125|39.7375625,
-36.650125|2.8428125,-36.49425|2.6893125,-10.005|0.0,-36.39975|2.8485625,-37.0423125|2.766875,-66.9496875|38.2283125,-65.5740625|37.86175,-68.6565|38.2129375,-69.185125|38.457375,-68.6609375|38.4805625,-64.97725|31.8165,-65.8960625|32.0048125,-65.5539375|31.99825,-62.305|31.844625,-64.082|31.3169375,-67.01575|36.1830625,-67.83175|36.1540625,-67.5885625|36.3151875,-68.038|37.114875,-68.650875|36.9338125,-67.4225625|38.836,-69.4288125|39.1224375,-70.1475|39.471,-70.106875|39.3825,-69.046125|39.0044375,
-34.426875|2.089875,-34.8116875|2.2321875,-34.1306875|1.9920625,-8.004|0.0,-33.841625|2.182625,-63.9508125|39.113875,-52.75525|30.084375,-65.09975|39.3321875,-64.992125|38.9073125,-65.3869375|38.93575,-64.18125|31.49,-64.83525|31.939875,-64.5723125|31.4163125,-61.973125|31.951,-63.721625|31.7625625,-66.0531875|35.8564375,-65.812375|35.2569375,-66.3328125|35.5530625,-66.8316875|36.008625,-66.406|35.3305625,-66.9929375|38.951375,-68.7955|38.966125,-69.080375|38.7743125,-68.4806875|38.3650625,-69.156125|38.839625,
-34.819875|2.807,-33.750375|2.8351875,-35.191625|2.8781875,-35.750625|3.1498125,-9.0045|0.0,-66.88325|38.2096875,-65.607375|38.6330625,-67.345625|37.8596875,-67.700125|38.4785625,-67.680375|37.7049375,-62.3556875|32.5574375,-62.4726875|32.4520625,-62.3678125|32.3371875,-48.3029375|23.085375,-60.9085625|32.3075625,-66.8470625|36.488125,-67.21675|36.51375,-67.86475|36.5231875,-67.7021875|36.94925,-67.6511875|36.6793125,-66.403875|38.639625,-68.8200625|39.2056875,-69.331375|38.7970625,-68.4906875|38.5945,-69.118625|38.8885,
-64.7604375|30.2068125,-64.868375|30.2425625,-64.27175|29.4428125,-63.1465625|29.6136875,-64.2440625|29.453375,-8.004|0.0,-28.871125|3.2651875,-18.93125|2.4320625,-21.6405|2.7455625,-21.2475|2.993875,-59.7855625|31.1540625,-47.0385625|22.09225,-60.9521875|31.312875,-60.9169375|31.015125,-60.9414375|31.4311875,-64.999375|35.1278125,-65.555375|35.476625,-65.785|35.64925,-65.4238125|35.7676875,-66.0445|35.51775,-62.7205|37.122,-56.522|31.387875,-63.878125|37.80675,-64.999375|38.265,-64.906375|38.184,
-63.42175|30.7356875,-63.0180625|30.2666875,-62.6035625|30.3345,-61.760625|30.5394375,-62.4849375|30.2215,-25.5225|3.016125,-10.005|0.0,-32.720625|2.91525,-36.121875|2.9333125,-36.866625|3.06425,-63.5751875|31.698125,-63.03825|31.9070625,-64.1546875|31.6829375,-64.43525|32.079625,-64.2228125|31.2908125,-64.4783125|36.765375,-65.139625|36.9984375,-64.4945|36.93175,-61.5314375|35.407375,-65.6690625|37.2684375,-68.9429375|38.77225,-68.7821875|38.36975,-69.4344375|38.6708125,-69.0948125|39.004,-69.1490625|38.835875,
-66.41675|29.56675,-67.01925|29.5106875,-66.396625|29.494875,-64.6403125|29.3014375,-65.767|29.379125,-42.166625|4.3563125,-42.7790625|4.5228125,-8.004|0.0,-35.830875|4.146125,-37.97275|5.02475,-64.6768125|31.023375,-62.4288125|31.0216875,-65.49875|30.73875,-65.424125|31.3089375,-66.3591875|31.5888125,-67.997125|35.5288125,-68.5465625|35.764125,-68.3776875|36.167,-66.9884375|35.8313125,-68.2114375|35.9896875,-70.069125|38.282375,-71.1481875|38.17025,-70.842125|37.9975625,-71.1716875|38.2255625,-71.6651875|38.5816875,
-66.7236875|29.2603125,-66.57875|29.1590625,-66.3675|28.759375,-63.86975|29.1189375,-65.64125|28.9420625,-38.8070625|3.180375,-39.146125|3.3190625,-33.549|3.091375,-11.0055|0.0,-34.7378125|3.3004375,-64.226625|30.66475,-62.288375|30.386875,-66.0641875|31.005875,-65.3973125|30.421125,-65.1225|30.8035,-67.303|35.297375,-67.770125|35.169125,-67.85625|35.672375,-66.658625|35.1113125,-67.780625|35.0091875,-69.4708125|37.918375,-71.09025|38.075125,-70.6056875|37.8184375,-71.578875|37.613875,-70.9715625|37.672375,
-66.2934375|29.1638125,-66.91025|29.70625,-65.8203125|28.9776875,-63.591625|28.9114375,-65.3406875|29.2216875,-36.647|4.0386875,-36.6190625|3.5845625,-34.5886875|3.7961875,-33.9490625|3.499625,-11.0055|0.0,-63.820125|31.019875,-62.144375|30.844625,-65.332625|30.583,-64.522|30.769,-65.35925|31.03,-67.278|35.2599375,-67.3223125|35.286,-68.228125|35.3945,-66.5141875|35.2284375,-67.39725|35.189,-69.074|37.8825625,-70.4155625|38.022375,-70.325|37.727,-69.798625|37.4704375,-70.142125|37.6946875,
-65.8001875|30.8285,-65.161375|30.19125,-65.6545625|30.4461875,-65.768125|30.7635625,-64.052|30.444875,-65.6598125|38.3275625,-66.2193125|38.3356875,-66.2135|38.4539375,-66.596875|38.5169375,-66.2500625|38.2101875,-8.004|0.0,-24.638125|3.0295625,-22.30125|3.011125,-24.3695625|2.967,-30.6639375|4.2678125,-67.056625|36.4400625,-67.198375|36.7498125,-67.5285625|36.853125,-66.937875|37.18025,-66.866875|36.9645,-68.9721875|39.250875,-68.2225625|39.522125,-70.3696875|39.7924375,-70.637375|39.8414375,-70.023875|39.1146875,
-65.260375|30.43975,-65.3291875|30.36375,-65.5253125|30.4699375,-64.765625|30.24675,-64.011125|30.702125,-63.57175|39.79125,-64.43525|39.3423125,-64.2829375|39.277875,-64.8699375|39.6479375,-63.8176875|39.1544375,-20.03725|2.47,-9.0045|0.0,-33.6754375|3.439125,-33.989125|3.1761875,-37.3999375|4.19775,-66.608|36.88225,-67.6321875|37.055875,-67.7080625|36.919,-67.78025|37.244625,-66.169375|36.86225,-69.7020625|39.6423125,-68.1258125|39.4116875,-70.8248125|39.3341875,-70.5794375|39.6013125,-70.815625|39.671875,
-65.099|30.0200625,-65.292375|29.751875,-64.9325|29.5551875,-65.6931875|30.23825,-63.8583125|29.98175,-64.4861875|37.716125,-66.2476875|37.9261875,-66.778375|37.427625,-66.55225|38.14825,-66.491625|37.666,-34.44925|2.8846875,-34.3603125|2.9335,-11.0055|0.0,-33.7950625|2.84825,-37.8985|3.570625,-67.586875|36.39475,-67.8704375|36.215625,-67.20775|36.4364375,-67.5436875|36.1391875,-66.7115625|36.247,-69.1695625|38.757375,-67.781375|38.7541875,-70.5465|38.74925,-70.4151875|38.5111875,-70.1426875|38.4994375,
-62.656|30.93475,-62.0061875|30.1894375,-62.77175|30.76025,-62.5623125|30.657625,-61.903|30.8945,-64.720125|37.6795,-66.57375|38.100125,-66.3970625|37.962875,-65.5794375|37.390125,-65.85775|38.0464375,-31.5525|2.9011875,-33.5545|2.9360625,-32.3216875|3.0386875,-7.0035|0.0,-33.950125|3.408125,-66.2635625|36.4058125,-66.94425|36.651625,-67.1570625|36.7370625,-67.15075|36.474375,-65.7543125|36.601375,-69.1918125|38.8170625,-66.595125|38.6155625,-69.5916875|38.4185625,-70.0420625|39.0328125,-69.7018125|38.5778125,
-64.045125|30.280875,-64.33|30.4156875,-64.146375|29.6741875,-64.678375|30.52275,-62.301125|29.8369375,-64.6929375|38.325625,-66.1044375|38.2151875,-65.5266875|38.2056875,-66.7961875|38.9839375,-65.7549375|38.1048125,-32.1761875|2.849625,-33.8599375|2.9298125,-32.436|2.817875,-30.4595|2.8369375,-10.005|0.0,-63.9789375|37.735875,-64.891|37.56575,-64.5896875|37.6403125,-64.9255|37.54225,-62.303|36.4585,-66.445|40.4730625,-65.559625|40.188125,-67.2319375|40.171875,-67.3896875|39.98675,-67.500375|40.29,
