-11.0055|0.0,-55.7945|0.0214375,-49.1895625|0.029625,-54.6071875|0.0105,-58.8061875|0.00775,-53.98175|0.022875,-49.935375|0.01925,-53.11975|0.0130625,-54.21675|0.030875,-52.2845|0.01725,-56.5896875|0.0155625,-54.4396875|0.016375,-51.5114375|0.0055625,-53.83375|0.051,-56.1521875|0.03725,-203.914|106.8373125,-207.5651875|109.0060625,-209.1396875|108.813875,-207.0225|109.1645,-207.28325|109.137375,-206.718375|107.9178125,-209.29575|108.32,-196.27225|108.6344375,-206.320125|108.5539375,-205.5704375|107.36775,-206.9090625|107.63375,-204.079125|107.3594375,-203.4901875|107.321375,-205.313125|108.2475,-205.49225|108.1485625,-207.90125|105.3460625,-207.254625|105.9689375,-210.87|107.7155625,-210.5459375|105.373,-207.042375|106.2086875,-205.825875|104.816625,-206.33825|105.8038125,-210.890375|105.9881875,-207.4085625|105.2614375,-206.4606875|104.665375,-208.6326875|104.68925,-207.02825|105.98625,-207.6360625|105.34875,-207.437|106.60075,-207.7568125|104.774875,-200.899625|115.2516875,-200.466875|114.482375,-199.3364375|114.5748125,-199.0271875|114.458375,-199.5254375|114.672875,-199.6445|114.888375,-196.804625|113.437375,-198.9085|114.8475625,-198.5000625|114.8219375,-199.4309375|114.7281875,-170.71925|93.1141875,-198.184375|114.7725625,-200.2060625|115.5304375,-200.810375|116.183875,-199.219|115.17475,-211.6111875|114.490125,-210.0258125|114.13375,-209.3746875|113.15125,-211.1434375|113.818375,-209.7826875|113.629,-212.7831875|114.0035,-210.14275|113.1603125,-212.17125|113.466,-213.411875|113.2955625,-211.6215625|113.0615,-209.3765|114.0915625,-210.01975|112.685,-210.43425|113.2993125,-209.326875|112.3000625,-212.704125|113.04375,
-59.2936875|0.00225,-8.004|0.0,-134.2006875|0.008,-114.050625|0.032875,-106.551|0.0129375,-110.2654375|0.03175,-118.098|0.008,-122.473375|0.026625,-130.1864375|0.020625,-115.5405|0.0414375,-110.671|0.008625,-111.807375|0.0125,-133.7215625|0.045625,-119.908125|0.0226875,-112.762|0.01,-203.6698125|107.09375,-207.442|105.984875,-207.3664375|107.020125,-204.46975|106.5765,-204.2960625|105.712625,-204.95|107.0395,-206.7780625|106.50425,-194.3306875|105.744375,-205.225625|107.05375,-203.3221875|105.15875,-205.377625|107.030625,-203.960625|107.337875,-204.7226875|106.258125,-205.5643125|107.036,-203.368|106.252625,-207.483125|103.436125,-206.818875|105.21875,-210.4798125|105.71975,-209.4995|105.124625,-208.0369375|104.594,-207.83925|105.237625,-206.1310625|105.329375,-208.7339375|104.22125,-205.5950625|104.730125,-206.5288125|104.20925,-207.4585|104.577,-207.6515625|103.4285,-209.054375|105.0196875,-207.055375|103.913625,-206.8245|103.471,-207.3265625|109.117375,-204.218375|108.333125,-209.6675|108.86,-206.3421875|108.933375,-207.2849375|109.357375,-207.915625|109.1865625,-206.3285|108.2,-204.7450625|108.83675,-205.2123125|108.9719375,-206.019125|108.106125,-199.586125|107.8411875,-204.4916875|107.7091875,-204.551375|108.236125,-206.0061875|109.1280625,-204.950125|108.626875,-209.2111875|111.367625,-210.8145|113.464125,-209.207625|112.3646875,-208.843625|111.7565,-208.325625|111.876875,-212.81075|114.05,-211.70425|111.89475,-211.2491875|111.52375,-211.936125|112.6543125,-209.9421875|112.393,-208.073875|112.3675,-208.3988125|112.0333125,-208.9850625|112.692,-211.5278125|112.555375,-212.444875|113.251375,
-116.654125|0.01725,-120.70625|0.052,-10.005|0.0,-127.441375|0.0133125,-114.2725|0.0135,-121.826625|0.0360625,-124.8898125|0.01775,-121.039|0.005625,-130.695125|0.0808125,-122.351625|0.019625,-121.5235625|0.0,-121.926125|0.0248125,-124.72675|0.02025,-126.4135625|0.0175,-120.48575|0.0295,-203.5794375|105.982375,-207.8965625|108.496,-208.4075625|107.147875,-204.495875|106.6051875,-205.4221875|106.1069375,-204.7699375|106.6216875,-206.0319375|106.081125,-196.284|108.17875,-206.7241875|107.415,-205.101|107.7019375,-205.9945625|108.109125,-204.646375|107.415875,-203.2625|106.81625,-203.3804375|106.68975,-204.3405625|106.8140625,-207.980625|105.088375,-208.248875|105.1885,-212.243875|105.1025,-206.49375|103.39425,-207.321625|105.048375,-208.1563125|104.8080625,-205.57475|105.057125,-208.2931875|105.8668125,-206.6433125|104.7868125,-206.6343125|105.151625,-209.621|104.063125,-208.254875|104.754875,-207.674875|103.81525,-206.385|104.8995,-209.631875|105.395,-206.6738125|108.41725,-208.1774375|108.786,-207.604875|108.634125,-207.4794375|108.629875,-205.2320625|107.165125,-208.027125|108.161125,-205.634875|108.314,-205.110875|107.6215,-207.6920625|109.894875,-205.47675|107.9295,-200.5798125|108.8505,-205.2275625|107.828,-204.3724375|108.549625,-207.233375|108.58975,-205.3829375|107.8084375,-208.54975|112.074625,-209.298875|112.017125,-208.924|112.90475,-210.324|111.5295625,-209.7359375|111.7456875,-210.5975625|112.210375,-208.2293125|112.958625,-213.9334375|113.749,-210.377|112.133625,-208.723875|112.526,-206.695125|112.5195,-206.142375|111.56425,-207.9853125|112.20525,-209.6000625|112.932625,-211.671625|112.459,
-113.7553125|0.0235625,-125.0545|0.01725,-129.319|0.0430625,-8.004|0.0,-114.8350625|0.02125,-117.026875|0.004625,-116.75|0.065125,-124.7506875|0.06425,-121.9318125|0.0,-113.6015|0.0,-115.3440625|0.0045625,-113.7663125|0.00925,-111.622875|0.0480625,-116.0434375|0.0154375,-118.3589375|0.019,-203.2869375|106.294375,-206.510375|107.4569375,-206.677625|108.484875,-203.2428125|106.548,-203.3228125|107.3685,-204.0558125|108.0981875,-206.318875|106.904375,-195.5580625|106.700375,-204.186625|106.1095,-204.6611875|107.8893125,-206.1608125|108.2454375,-202.5686875|106.5120625,-202.607125|105.7155625,-205.4313125|108.82725,-203.278625|107.902125,-207.689125|104.902375,-206.9715|104.57425,-209.481625|104.38875,-207.161875|104.33725,-205.0880625|103.519875,-204.8835|103.11875,-204.9014375|104.069625,-209.73325|104.23825,-205.6658125|105.550875,-205.8888125|105.122,-206.05625|104.59375,-206.9918125|104.059125,-207.2179375|104.566375,-205.232625|104.62375,-209.10575|105.5295,-205.7900625|108.2905,-204.61925|107.807375,-204.3521875|107.07775,-203.7824375|109.10375,-205.4399375|108.1640625,-204.743375|107.1995625,-203.83875|108.76025,-202.6203125|108.510375,-203.7845|106.837375,-203.99525|107.654,-198.3808125|109.4775625,-202.6005625|106.948,-203.2135|108.586625,-203.045875|107.5760625,-202.2380625|107.824125,-208.848125|112.3996875,-207.67725|111.6569375,-208.865125|113.014625,-209.8114375|113.672,-206.8691875|112.34925,-209.37375|111.6559375,-208.289|111.2133125,-209.1360625|111.036625,-209.535375|111.93225,-207.7395|112.4815625,-204.950625|111.9540625,-206.4109375|113.366125,-207.2870625|112.69575,-209.2965625|112.261875,-209.06425|112.2715,
-102.05875|0.01975,-112.6226875|0.0,-110.1514375|0.0049375,-113.225875|0.009875,-9.0045|0.0,-106.575625|0.039125,-103.897125|0.005375,-114.0371875|0.0386875,-114.2203125|0.011,-106.86225|0.011125,-107.383875|0.0265625,-116.1134375|0.02175,-116.4915625|0.0166875,-106.3943125|0.044,-113.82225|0.01675,-200.900625|105.627,-202.67975|106.85025,-204.530125|105.384125,-202.647875|107.190375,-205.0950625|107.543625,-200.959125|105.797375,-205.1756875|104.8945,-191.6274375|105.931,-203.0245625|106.512875,-203.6154375|106.9205,-204.240125|106.608375,-201.1823125|106.2475,-199.43325|106.0870625,-201.6185625|105.737125,-201.7690625|106.63925,-206.2170625|105.2775,-204.07525|105.098625,-208.79525|105.3255625,-207.11275|105.736875,-206.2574375|104.663,-206.5034375|105.065,-203.2190625|105.27725,-205.9918125|104.40425,-204.7576875|104.686,-206.8580625|105.442375,-205.897125|104.819375,-208.4515625|104.610875,-205.6258125|104.255875,-204.8923125|104.351,-205.69125|103.09925,-204.371125|109.530625,-204.8128125|108.7658125,-202.3403125|108.3835,-201.6931875|107.040125,-203.708875|108.2568125,-204.7994375|107.9555,-202.014875|108.7376875,-203.105125|108.515625,-202.7955625|108.083375,-204.6343125|109.14225,-196.91625|108.404625,-201.8285|108.5883125,-202.14775|107.9341875,-203.1215625|108.1508125,-204.7105625|107.970875,-206.3033125|111.1154375,-208.212375|113.0615,-207.2455|113.2448125,-208.271875|112.1170625,-206.8940625|111.915875,-210.70525|112.529625,-206.5451875|111.611,-209.622625|111.1171875,-207.7001875|111.71775,-207.7475625|112.059875,-204.161375|112.3743125,-206.451|112.89175,-207.00725|113.031625,-207.67625|112.253125,-207.4669375|112.222625,
-101.3734375|0.005125,-99.666|0.07675,-109.974|0.026625,-105.9524375|0.015375,-104.37475|0.015375,-8.004|0.0,-100.28675|0.011125,-106.2975625|0.0165,-100.176125|0.0631875,-98.4255625|0.01725,-102.567625|0.0165,-103.862125|0.058125,-99.9615|0.06325,-100.233125|0.04425,-106.182375|0.046375,-201.1285625|106.432375,-202.3515|106.40725,-204.6293125|107.434375,-202.839625|106.8446875,-204.5166875|108.254125,-200.8970625|106.143875,-205.000625|106.8338125,-192.0574375|106.6405,-203.6673125|107.8356875,-202.0288125|107.5786875,-202.510875|107.62975,-200.3928125|107.0585,-202.0968125|107.3851875,-202.886625|106.950375,-198.5326875|105.4710625,-203.3381875|103.9110625,-203.525875|103.9415,-208.42275|104.957375,-205.7920625|104.7190625,-205.54125|105.359,-204.897375|104.64875,-205.0621875|106.0226875,-206.7019375|104.1540625,-203.1633125|104.703,-202.9678125|104.360375,-204.1625625|104.3961875,-205.39625|103.903625,-204.5875|102.5585,-203.1471875|105.046375,-206.53025|104.4529375,-202.9869375|107.571875,-204.284375|108.751375,-205.4294375|109.38225,-202.4666875|108.10725,-202.6098125|108.882375,-204.0103125|108.6079375,-204.4925625|109.462,-202.072625|107.612125,-204.4688125|108.957625,-203.00875|109.601125,-196.2243125|108.465125,-202.90425|109.230125,-201.0250625|107.8545,-201.9235|107.7415,-202.6526875|107.32775,-209.19575|112.953875,-205.2136875|113.011125,-206.071125|112.12725,-205.759125|111.511375,-207.49175|113.97625,-210.69325|112.34275,-206.9209375|113.313125,-207.2203125|110.760625,-209.3016875|113.1805,-207.4339375|112.805125,-203.0191875|112.2235,-206.069125|111.9985,-206.292625|111.948,-204.0303125|111.9,-205.549625|111.4165,
-89.674375|0.0163125,-89.751875|0.0054375,-95.35475|0.0271875,-91.9945625|0.02175,-90.384625|0.0054375,-93.7085625|0.010875,-10.005|0.0,-84.1454375|0.0411875,-83.4363125|0.02925,-81.582|0.036375,-86.642125|0.034875,-88.8905625|0.028875,-91.48925|0.012125,-89.4114375|0.0649375,-91.318|0.060125,-197.18725|114.0870625,-198.582875|114.165625,-199.7331875|115.0725,-195.3175625|112.4311875,-197.2923125|113.9615625,-196.6065625|113.9215,-198.2341875|114.1525,-170.4258125|93.32475,-196.5346875|113.7175625,-196.0345625|112.858,-198.1383125|114.723125,-195.5025|112.9311875,-195.0474375|113.4993125,-195.863625|113.0528125,-196.7349375|113.48175,-189.1756875|107.4636875,-187.469125|106.1804375,-190.29375|106.65875,-189.8983125|106.259125,-189.1235625|107.0554375,-191.120375|108.190375,-174.6480625|93.701375,-190.7994375|106.31,-189.840625|108.223125,-189.8780625|106.886375,-190.361875|107.965,-191.215|106.724,-189.448125|106.482,-190.3969375|108.0405,-188.4095625|106.13175,-199.2098125|109.1555625,-202.3404375|110.9385625,-201.361125|109.83325,-199.67275|109.7045625,-200.053375|111.039,-201.2634375|110.521625,-199.528375|110.5005625,-201.7566875|112.008875,-200.8448125|110.102,-199.080625|107.8681875,-193.8500625|110.0854375,-198.932875|110.323625,-198.88575|109.1720625,-200.6081875|112.404875,-200.1209375|110.0129375,-203.89525|113.7729375,-201.73975|112.63125,-201.298875|112.64075,-204.1859375|113.58875,-203.221875|114.099125,-207.1985625|114.7415625,-204.5765|113.12875,-205.4025625|113.4760625,-205.489|114.1479375,-204.2830625|114.1996875,-201.829875|114.54225,-202.72975|113.1894375,-203.626|114.596875,-202.770625|113.9199375,-204.6891875|112.6415,
-82.6178125|0.0546875,-87.447875|0.0659375,-85.5970625|0.0653125,-83.1756875|0.059375,-89.0406875|0.071625,-87.1520625|0.059125,-87.5865|0.0296875,-8.004|0.0,-83.3579375|0.0385,-76.0185|0.1156875,-82.148875|0.03625,-78.872625|0.043125,-83.97375|0.146,-84.7253125|0.0315625,-80.505625|0.0325,-199.4840625|107.186,-202.945625|106.0803125,-204.351|107.329375,-199.7954375|104.715625,-200.6968125|106.4688125,-200.4645|106.010125,-202.0965|105.6963125,-191.323125|107.266125,-202.9168125|107.2836875,-201.0198125|107.199,-200.8156875|106.456125,-199.202375|106.59425,-200.769375|106.84925,-199.487875|106.500125,-199.5240625|107.293625,-205.6668125|105.528375,-203.0735|103.9524375,-208.5338125|106.42,-204.680125|103.5163125,-205.2784375|105.130125,-203.162625|103.6699375,-201.9269375|104.7079375,-206.386|104.896625,-200.841|103.9281875,-203.2196875|104.691875,-203.702625|104.907875,-205.071625|104.53975,-203.5105625|104.3839375,-203.5164375|105.2564375,-203.3638125|102.879625,-201.0148125|108.9810625,-199.1815|108.0196875,-200.64525|107.9166875,-198.024375|105.973125,-202.6006875|109.29575,-202.313375|109.2206875,-201.4419375|108.708125,-200.6373125|109.0145,-201.2273125|108.5615,-201.4555|108.2635,-193.712125|107.3036875,-200.022|108.17525,-198.924125|108.216,-198.8185625|107.515,-199.9305625|108.778125,-206.3880625|113.3819375,-203.7640625|111.519,-204.5368125|113.0163125,-204.7849375|112.288625,-204.7015|113.1825,-206.343375|112.2013125,-204.030625|111.837375,-206.5494375|112.7548125,-205.9234375|110.9225,-205.9574375|114.6159375,-201.899625|112.49875,-205.6918125|113.084375,-204.4063125|112.797125,-200.9440625|110.628625,-206.2558125|112.735125,
-75.8941875|0.006125,-84.7761875|0.0245,-83.6933125|0.06075,-75.707625|0.041875,-85.7168125|0.01225,-77.9505625|0.0235,-84.1791875|0.01225,-84.733125|0.03575,-11.0055|0.0,-73.94025|0.02025,-74.6691875|0.026,-79.2071875|0.0303125,-75.4568125|0.044375,-78.045|0.013,-79.3335|0.0200625,-199.6404375|106.976875,-200.6550625|106.78125,-200.70825|107.025,-199.6591875|107.024625,-199.86525|105.812375,-199.739875|106.58075,-202.9613125|106.33325,-191.2100625|107.894,-200.3705|106.544,-201.32975|106.932375,-199.54525|106.512375,-200.06025|107.0145,-200.368625|107.472625,-198.123625|106.168,-199.3993125|106.4585,-204.9685|104.9695,-202.7034375|104.656125,-203.583375|102.68475,-204.308375|105.02175,-204.208375|104.32175,-203.0074375|103.80275,-202.8949375|104.933625,-203.53925|104.42475,-202.5079375|104.93725,-203.262|104.686125,-202.7858125|103.811125,-204.3730625|103.009125,-202.1276875|104.174625,-202.0314375|104.927875,-204.4378125|104.555375,-199.8845|107.945125,-200.970625|109.21,-200.291375|108.1025,-200.31825|108.767375,-199.0463125|109.351875,-201.0033125|108.25125,-199.69825|107.054375,-199.6634375|108.1135,-199.2661875|108.12,-200.84625|107.869375,-191.3633125|107.201125,-199.633375|109.315875,-199.593625|109.589875,-198.1908125|107.402,-199.3425|107.178375,-203.52475|112.156625,-204.793125|113.286,-203.3545625|112.42825,-204.7353125|112.6005,-202.507625|111.562375,-205.3461875|112.525,-203.09225|111.957625,-204.613875|111.786375,-205.8065|111.550625,-203.3724375|112.609875,-199.956|112.44825,-201.820625|112.33125,-203.75925|112.6345,-204.190125|113.087,-204.1424375|111.473125,
-67.23975|0.070625,-69.862125|0.01325,-72.506875|0.04275,-66.5839375|0.056,-71.579125|0.0375,-70.482875|0.01325,-78.42925|0.046375,-70.923625|0.049,-74.92075|0.087125,-11.0055|0.0,-69.081125|0.035,-65.15075|0.02825,-68.950125|0.03625,-64.3785|0.014,-62.597375|0.014375,-199.3776875|108.654125,-199.8158125|107.2089375,-201.4193125|109.153,-198.2684375|108.4975,-199.753625|108.0169375,-198.7729375|108.321375,-201.041375|107.769375,-189.968|108.438875,-199.5646875|108.204375,-199.9615625|107.741875,-198.944875|107.670375,-197.16475|107.026,-199.519625|108.63075,-201.3830625|109.6189375,-197.3944375|107.716625,-202.3509375|105.303125,-201.5406875|105.5365625,-206.0164375|108.0135,-203.9785625|105.670625,-203.1825|106.076375,-202.9015625|106.153125,-203.0634375|106.583125,-201.589125|105.10525,-202.4294375|106.88225,-202.2715|105.773625,-202.0963125|106.7284375,-204.1221875|106.455,-201.52|105.69725,-202.8383125|107.95325,-204.0579375|105.4885,-199.0279375|109.821,-201.8419375|111.561125,-198.4351875|108.908625,-199.37125|110.539375,-197.1129375|107.5065625,-197.8463125|108.817875,-198.9651875|109.50875,-197.3581875|109.335625,-199.229625|110.11075,-200.378375|109.4601875,-191.695|109.463375,-197.7643125|109.512,-195.89025|108.003875,-199.7291875|110.42775,-198.8096875|111.181,-200.5823125|117.999125,-201.03475|118.815625,-200.479875|118.8194375,-203.7965|119.976625,-200.6843125|118.6240625,-201.851375|118.7878125,-201.456625|119.263125,-201.327375|118.99525,-203.7035625|120.64275,-198.73925|116.9194375,-188.8288125|109.437375,-200.7466875|118.2796875,-199.632125|118.7991875,-198.0676875|117.5116875,-201.3796875|118.93075,
-61.009625|0.14425,-64.3875625|0.046125,-67.683375|0.0465,-61.59175|0.05775,-64.939375|0.031,-64.464125|0.135875,-75.6748125|0.05325,-69.5230625|0.124625,-68.8168125|0.127,-68.294625|0.05775,-8.004|0.0,-61.8781875|0.0750625,-63.7980625|0.057,-58.8150625|0.040625,-62.0810625|0.0083125,-199.6265625|108.460875,-200.917375|107.036625,-199.5155625|106.427375,-198.1891875|106.50375,-200.037875|106.670125,-197.958875|106.8075,-202.900875|107.028375,-189.1378125|106.69375,-198.2640625|106.27275,-198.1546875|106.963625,-199.3229375|107.284125,-197.65725|106.6195,-195.7053125|104.29825,-197.9963125|106.489875,-196.5064375|106.321125,-202.6456875|104.553,-199.9565|103.323875,-203.79925|104.45625,-202.9395625|104.2885,-201.912375|105.11275,-202.3394375|104.789,-200.4205|105.47725,-205.1234375|105.26025,-200.1393125|104.701375,-200.6819375|103.9515,-202.3055|104.06,-202.48275|105.310125,-202.482125|104.527125,-200.881875|105.114875,-201.4685625|102.881875,-197.1609375|107.961,-197.6676875|108.140625,-199.7471875|109.4445,-196.9906875|108.11775,-196.7691875|107.74575,-197.6605625|107.9885,-199.0164375|108.421,-198.72425|109.78,-198.3490625|109.128125,-199.4244375|108.325125,-191.354875|108.876125,-196.1935625|107.427875,-196.9491875|108.782375,-197.7668125|108.896,-196.6869375|107.87075,-204.14125|112.595875,-202.1535|112.516875,-202.722|112.47925,-202.671|112.440875,-203.1680625|112.81,-203.9958125|112.09775,-204.4205|112.672375,-204.2503125|111.354625,-205.396625|114.27075,-203.1804375|113.015125,-200.833|113.361625,-201.0203125|112.138625,-202.9875625|112.719875,-201.3638125|112.43175,-203.92125|112.419875,
-56.776125|0.0354375,-58.63175|0.0,-60.63575|0.01575,-55.8054375|0.0640625,-60.888|0.067875,-58.9259375|0.027375,-69.663625|0.0838125,-61.533375|0.0435,-66.8126875|0.0241875,-60.257375|0.0080625,-62.9573125|0.0366875,-9.0045|0.0,-55.31425|0.04725,-54.951625|0.074125,-54.22175|0.0345,-199.374125|107.23925,-198.196375|106.4090625,-201.4968125|107.8364375,-198.3395625|106.9718125,-198.202625|106.706625,-194.697|105.8668125,-200.4643125|106.6243125,-187.4230625|106.564625,-198.7971875|106.919625,-199.372|107.3135,-197.30225|105.3489375,-198.2886875|108.0175,-197.1390625|107.1925,-196.0985|106.4030625,-196.36425|106.979375,-198.6725625|104.47725,-201.7813125|106.2440625,-203.0863125|103.888125,-202.960125|104.239125,-201.9074375|105.3910625,-200.372125|104.576125,-199.9893125|104.9785,-202.10025|104.16975,-200.38525|104.799125,-201.6421875|104.8219375,-201.0735|104.2681875,-202.3769375|103.8170625,-202.0734375|104.9271875,-199.6971875|105.78025,-201.2825625|103.39675,-197.50125|108.3665625,-200.024375|109.29775,-198.8673125|108.9261875,-196.932|108.788625,-199.2071875|108.0753125,-197.3728125|108.5884375,-197.15675|107.9325,-196.6425625|108.997125,-197.343125|107.864,-199.3215|109.25425,-190.1738125|108.6315,-196.79625|107.8829375,-196.593875|108.7003125,-198.6499375|110.193875,-196.862875|108.3183125,-203.7684375|112.888625,-200.51525|112.2809375,-201.694875|112.7155,-200.8449375|111.45725,-202.56875|112.6118125,-202.539875|111.582,-202.097625|111.67,-203.6640625|111.8853125,-203.8505625|112.283375,-202.0935625|111.3083125,-200.279|113.2403125,-201.9146875|112.5879375,-200.653375|111.5075,-201.2723125|111.2223125,-201.6368125|111.425875,
-52.8724375|0.0521875,-52.9303125|0.1241875,-52.7378125|0.0698125,-48.6951875|0.0194375,-51.608375|0.05525,-51.665375|0.0565,-62.401625|0.027625,-56.283875|0.0081875,-55.6959375|0.0480625,-54.8639375|0.0081875,-52.20525|0.0470625,-54.4590625|0.0595625,-11.0055|0.0,-46.179875|0.0,-46.243875|0.0375,-198.7276875|108.219,-198.160625|106.58975,-199.14325|107.50925,-197.448|107.4505,-197.8959375|105.44025,-196.3329375|106.678,-200.2270625|107.420125,-186.9854375|106.72775,-199.211875|107.066125,-198.2790625|107.509375,-198.0875|106.1320625,-195.9585625|107.131375,-196.6971875|107.9251875,-197.7075|107.80625,-197.7144375|106.682125,-200.1219375|104.3915,-197.9258125|104.48775,-204.8165625|104.9568125,-204.225375|105.0788125,-199.67725|104.579625,-199.761|104.4549375,-196.829625|103.02475,-202.471875|104.5508125,-198.7301875|105.8560625,-199.04275|104.377625,-200.08725|103.9376875,-202.7129375|105.12025,-200.8745625|105.561625,-197.4863125|104.263125,-200.757375|103.907625,-195.926625|107.5839375,-197.193125|107.5344375,-198.1818125|109.0971875,-197.31625|109.021875,-196.818|109.047375,-198.636125|109.10875,-194.77975|107.760125,-195.1781875|108.4615625,-197.364|108.68425,-200.234625|109.71325,-188.8914375|107.692375,-196.11875|109.390375,-193.698625|107.54975,-196.5333125|108.62825,-196.0355|108.554,-202.5470625|112.87225,-200.19575|112.4405,-199.3585625|110.868,-201.4024375|112.72175,-200.607|111.390375,-203.159125|112.843125,-199.6055625|111.596375,-203.83575|112.21275,-203.8745625|113.6325,-202.7825625|111.9301875,-198.52825|112.009375,-201.2118125|112.840375,-200.428|111.8505,-200.7070625|112.93025,-203.524|112.795375,
