-11.011|0.0,-56.71075|0.287625,-65.447375|0.131875,-63.972125|0.246875,-61.742625|0.438875,-61.514375|0.481375,-65.30475|0.384875,-61.25925|0.34075,-63.864125|0.242625,-62.0825|0.388,-252.476375|109.9045,-252.4955|108.485375,-255.141125|110.792875,-255.565125|109.71325,-258.294375|112.32975,-257.767|109.82725,-247.00675|109.3495,-254.821125|110.669875,-251.737625|113.04625,-259.152125|111.67825,-242.498125|102.912,-248.2245|104.73425,-248.73625|106.60475,-254.784125|106.75025,-250.51|104.649875,-249.791625|104.633875,-250.2565|105.0405,-255.33425|106.634125,-244.87625|103.017625,-250.91575|104.828125,-243.055125|105.277625,-247.161625|108.003875,-252.859875|108.891625,-242.7215|106.23825,-249.52525|106.193875,-241.60625|103.309625,-245.44375|103.19375,-245.83425|106.51525,-244.84475|106.190375,-242.2315|105.510625,-246.16025|107.52675,-249.783125|106.345125,-254.136375|109.675625,-251.718375|107.315625,-246.77725|107.222,-246.36075|107.08075,-250.956375|106.985125,-248.784625|109.43925,-249.714125|105.01275,-248.33075|107.9985,-255.421125|112.920625,-247.018875|111.94,-243.761375|110.263,-244.605125|109.040875,-251.285875|113.59725,-250.384|112.757125,-241.248875|111.341625,-245.78375|109.115,-247.883375|111.218375,-247.619875|111.68075,-254.103125|116.878875,-259.123125|116.143375,-256.08075|110.26375,-253.546125|112.53825,-257.795625|114.598,-260.103875|115.961375,-257.3375|113.372375,-258.607625|112.578375,-256.66|112.2975,-259.334375|114.805125,-241.714125|112.35575,-238.052125|112.52375,-245.02|115.520125,-242.587375|113.98,-236.207625|111.91825,-239.5735|111.90875,-235.9995|111.870625,-242.949|113.59125,-215.065625|96.201875,-239.24775|112.037125,-252.3655|109.6845,-246.5395|109.06975,-253.60125|110.25925,-250.56175|112.235875,-250.399375|107.108375,-247.799375|107.613375,-248.44075|109.588375,-250.97025|107.04125,-255.4605|110.898375,-243.469|104.941125,-247.150875|105.183875,-252.253875|106.235,-247.841|107.7295,-252.802375|108.462875,-252.941125|108.52325,-249.079875|107.961875,-249.05|105.823,-251.403625|110.817125,-254.000625|106.1045,-251.644625|105.05475,
-55.285|0.35725,-7.007|0.0,-130.18975|0.292625,-136.349125|0.399625,-130.189125|0.272625,-140.815875|0.393625,-153.0655|0.575375,-142.481875|0.2845,-134.211125|0.4915,-108.907125|0.334875,-247.86675|117.00375,-243.917125|114.615125,-248.142875|119.712375,-250.4825|117.498125,-246.552625|117.63075,-246.554875|115.94375,-240.499|116.146125,-249.573625|115.7175,-245.33975|114.296125,-239.845375|107.451875,-240.54|104.558625,-256.917375|109.58275,-250.815|109.00625,-254.574|109.411,-256.218375|110.301625,-249.1705|106.108125,-251.276|104.3975,-250.523875|107.954625,-247.82825|106.39325,-252.825375|107.948875,-244.5355|108.988375,-240.93625|108.64325,-243.6345|109.877875,-241.84375|108.08525,-244.0675|108.55175,-244.249625|109.31225,-243.197125|108.172625,-242.16375|108.70825,-247.107625|110.0635,-242.791125|107.057375,-244.66|109.95425,-253.1095|109.745,-250.51875|109.313375,-246.47|108.581375,-246.463125|109.428375,-241.649|106.384375,-246.17975|110.80925,-245.780875|108.54875,-248.78375|110.10875,-245.737|107.1995,-251.330375|114.54275,-241.778|113.966375,-246.234|113.414375,-246.578375|112.7675,-243.531875|111.88625,-242.237125|111.509,-249.665625|117.581875,-245.543375|115.099,-247.497625|114.941375,-247.512375|116.325875,-249.414125|113.3195,-256.686375|117.077875,-256.509375|117.683,-253.48375|113.26325,-255.570125|118.11275,-251.882625|115.293625,-251.4775|114.054375,-261.063|117.37075,-258.092125|117.209375,-250.536125|114.985,-263.3475|117.835,-263.609625|116.82975,-260.77725|115.8725,-258.298375|115.219,-257.402375|116.563625,-259.215875|114.668125,-254.547875|114.308625,-262.100375|116.524875,-248.008875|113.973125,-257.68275|117.473875,-243.12625|111.1415,-247.498|112.59075,-243.531375|110.26825,-250.76125|115.455625,-245.07|112.227875,-251.667375|114.87075,-245.1595|112.429875,-252.343375|114.302625,-257.256|112.049625,-244.263|112.004125,-231.42925|109.2475,-237.234875|110.512625,-238.971125|109.69425,-236.584875|109.54425,-238.155375|111.75125,-240.851875|111.981125,-239.379|109.102125,-241.43325|110.336375,-229.935875|100.74925,-233.16075|107.7335,
-145.04525|0.637375,-134.011|0.26875,-7.007|0.0,-125.251625|0.347,-124.206375|1.27075,-128.30025|1.016625,-129.090375|0.38925,-138.84075|0.690125,-134.072375|0.7475,-112.3365|0.424875,-252.948625|109.19025,-256.7675|110.91525,-254.048125|109.8325,-255.091|111.801,-252.090625|110.962875,-255.381375|109.783625,-247.2145|109.576625,-262.35975|114.10075,-260.238|111.07025,-257.328375|110.46975,-242.288375|106.8245,-251.31625|106.998125,-250.96425|106.37675,-252.02875|107.957375,-247.927375|105.400125,-247.675625|107.713375,-253.746375|104.068125,-252.522125|107.9625,-248.74275|107.386875,-254.930125|109.649,-242.276875|105.859125,-239.845625|105.700125,-241.161125|107.278625,-243.24075|107.379,-246.6915|108.673125,-240.46975|106.69075,-244.489|107.3015,-241.193875|107.085625,-239.811875|106.778,-244.206375|109.243625,-243.588875|108.268875,-247.6035|108.6435,-252.934375|109.649625,-248.5215|107.743,-245.786125|108.9185,-241.69225|106.212375,-242.87875|109.68,-245.521375|108.08075,-251.31175|110.074875,-247.662|109.369375,-248.846625|112.851375,-244.33975|112.847375,-245.590625|113.14975,-247.42375|111.55575,-249.059125|115.38425,-239.02175|110.343,-243.673375|110.981125,-244.728625|113.71975,-240.454|110.265875,-238.185|112.195625,-253.541625|115.059,-250.46525|113.298125,-251.968|114.0505,-253.9925|116.079,-260.577125|115.33925,-250.95375|114.062625,-257.58825|114.120625,-257.470375|115.2855,-259.875625|117.45975,-257.320125|117.6935,-254.11625|114.310125,-255.65175|115.419875,-258.099625|115.357,-262.16175|114.76775,-254.399125|113.472375,-256.42625|113.915875,-259.204375|116.0545,-259.64975|116.69975,-248.313125|113.9935,-256.192875|114.8555,-239.29775|111.76025,-239.454125|111.409375,-242.592125|116.37475,-239.36775|114.168625,-242.409|115.50625,-239.92925|114.210375,-240.1435|113.003,-242.31625|113.56825,-239.02425|107.4415,-239.751625|112.9205,-249.3615|109.21,-247.652|106.554875,-246.73025|106.287375,-247.168375|104.240625,-256.076875|111.23225,-252.42475|106.3545,-253.9935|108.861,-252.046125|111.031875,-254.943375|106.00525,-248.227375|107.158125,
-136.294|1.22725,-123.102125|1.1135,-133.370125|0.993375,-10.01|0.0,-123.6715|0.66625,-110.4615|0.799,-117.72375|0.967625,-120.49525|0.994875,-123.001875|0.63925,-105.477125|0.919625,-253.721125|109.754125,-256.5075|109.79125,-249.636375|108.510625,-252.387375|109.883625,-253.6975|111.56625,-256.131125|112.632,-250.398375|112.73925,-253.90025|109.749375,-254.3585|108.13025,-254.796|110.557375,-239.77|104.152875,-252.104875|105.86975,-244.900625|103.88575,-246.952625|102.318125,-251.995875|108.21775,-248.623125|104.6545,-254.2215|107.422125,-247.589875|103.409375,-243.409|102.509125,-248.230625|103.834,-238.767375|105.145625,-245.9685|107.028,-241.246625|106.140625,-241.894625|106.25975,-236.808375|105.563375,-238.2725|103.78975,-243.279625|106.086875,-236.99725|102.8525,-239.996|105.190125,-242.61725|106.502375,-246.4445|106.64225,-251.90425|107.959375,-252.6755|107.106125,-244.891|106.602625,-245.22975|108.035875,-242.944875|107.339875,-244.346375|106.31775,-240.4045|104.645375,-243.059125|104.955125,-248.825375|107.708,-244.109875|111.764875,-244.25875|108.8235,-242.992375|113.598125,-242.760625|112.552125,-245.4505|112.686875,-250.75325|113.363875,-244.288375|109.48225,-246.598375|113.224,-242.225|110.49775,-242.0295|111.9175,-249.58975|110.490875,-253.71075|115.85,-250.99125|110.96775,-253.201125|112.605375,-257.13875|114.1815,-253.42775|112.09525,-257.978625|114.8565,-254.5085|113.7035,-252.71075|113.406,-256.6845|114.559875,-257.011625|112.320625,-252.54825|113.021625,-257.824|112.851,-251.96|110.121875,-256.99425|110.595125,-255.82975|116.043875,-257.074875|113.377,-255.801875|112.42275,-249.36425|111.546375,-253.1935|113.872,-244.23825|106.66475,-244.8945|109.495125,-245.90925|108.575875,-245.58125|111.59375,-242.903875|108.711125,-245.38625|105.774125,-244.0195|107.27725,-246.280875|108.191,-247.91975|107.53525,-242.11275|106.55825,-245.312375|104.575,-252.241375|107.649625,-247.098125|103.848125,-247.810375|105.5255,-246.952625|104.31275,-250.3105|105.7435,-256.06575|107.378875,-254.113|104.951625,-259.654125|105.65,-252.957625|104.853,
-115.703875|0.47,-109.828625|0.40325,-115.94225|0.790875,-111.792875|0.657875,-8.008|0.0,-88.843875|0.720125,-98.98775|0.7955,-96.017625|0.61025,-94.378375|0.77275,-87.898125|0.53175,-253.720875|113.542625,-252.90075|112.394625,-244.570625|111.776875,-249.643375|110.643375,-252.08575|113.287,-247.02425|110.69875,-241.334|113.20675,-254.282|114.946625,-258.366|113.07,-253.4515|113.8405,-239.25975|107.949625,-243.5195|105.13175,-243.0625|105.12825,-246.60125|108.336,-247.25875|106.397375,-250.74325|107.921125,-243.852875|106.4485,-245.281625|107.7805,-249.51525|110.299,-250.075875|109.847,-239.70775|109.5955,-238.9715|109.201,-236.01975|107.69025,-240.295375|109.65775,-234.95625|107.040125,-238.0915|109.734,-235.918|106.862125,-238.5625|109.601375,-236.277|108.64425,-233.609875|107.454125,-238.742125|113.078125,-240.532875|117.2515,-232.430875|105.567,-237.3425|113.12425,-239.9225|113.63325,-244.345625|116.948375,-244.32375|116.470375,-236.297875|113.975375,-240.796125|113.190875,-239.0195|114.41425,-238.94525|109.358625,-239.445875|113.31925,-231.501|112.075875,-235.7275|112.87425,-240.857375|113.524625,-240.153625|116.7935,-243.501|116.377375,-239.718375|112.833,-236.92|110.351625,-237.31675|114.552125,-249.85675|121.99175,-250.05725|123.02825,-245.204|120.42125,-244.404125|118.332875,-249.720625|121.753625,-248.3245|122.359875,-251.77975|122.227125,-248.995|119.790375,-240.106|113.9535,-250.585875|120.9095,-253.104875|115.773,-250.924125|115.032875,-251.238625|116.8075,-250.922625|114.344875,-252.762875|116.70275,-251.44475|114.205375,-252.7585|116.974375,-250.386875|116.442,-247.0525|116.97525,-248.699375|115.880875,-239.084125|110.45475,-244.1255|113.81525,-244.482625|113.347625,-245.62625|114.06075,-241.480375|114.115125,-245.962125|110.81125,-247.183125|116.080625,-241.14825|110.9565,-254.783875|111.372875,-238.056875|113.21225,-246.869875|109.3985,-249.325875|109.086125,-246.71275|107.70225,-246.329375|109.284625,-247.778625|108.794625,-245.995|109.31725,-254.493875|110.043375,-246.25875|108.6785,-251.470375|111.124125,-250.634375|112.241875,
-103.578375|0.828125,-96.425875|0.8205,-104.051875|0.4715,-94.446875|1.0955,-96.78275|0.9385,-9.009|0.0,-89.459875|0.64675,-83.008625|0.481,-86.173|0.69575,-75.0|1.0575,-253.611625|111.02375,-250.310375|112.98325,-247.734625|113.074875,-250.368625|109.99975,-242.05875|107.09625,-244.8995|107.9235,-236.74925|108.963875,-255.6635|110.907625,-246.125375|108.002,-254.161375|110.723625,-217.63075|100.10775,-221.72475|94.80325,-234.392|107.22225,-228.151|104.73625,-235.540125|108.926875,-232.032375|104.6,-236.977|108.06325,-230.53525|103.754375,-233.266|109.648,-232.668375|104.162625,-236.579625|108.90125,-234.26025|106.266875,-234.6185|104.538875,-231.489375|104.60225,-231.880125|106.59875,-236.13075|106.895,-236.7965|104.9745,-235.033625|106.254125,-233.10125|106.41875,-236.868|106.550125,-238.429875|103.455125,-240.0595|105.32825,-243.780375|106.645375,-234.622625|105.285125,-242.756|109.29625,-237.771625|105.67075,-242.788125|108.516125,-237.148625|107.612125,-242.684125|104.936375,-240.934|108.00975,-242.865625|113.349375,-236.721|114.19925,-234.6745|109.167375,-234.860875|109.990875,-239.94175|112.2765,-240.897125|113.847,-239.63725|113.37525,-235.530875|111.544875,-234.7805|112.02275,-233.270125|111.477375,-241.94225|111.692375,-243.4195|112.786875,-250.400875|111.8475,-250.7445|117.39525,-253.108875|117.31725,-248.662375|114.987125,-250.7305|116.45175,-251.842625|116.43475,-252.4115|114.276875,-246.14425|113.464875,-253.658|117.088,-249.737625|113.321125,-247.36|113.0575,-250.397|114.93075,-250.216125|112.2945,-251.921375|115.60575,-252.131|113.901125,-244.713375|110.980375,-238.774|111.08775,-249.46075|115.696,-241.888875|113.752,-237.0375|106.126125,-237.822625|107.63425,-233.696|109.350875,-238.087125|108.4635,-236.019125|107.522375,-233.9715|108.465625,-236.7985|108.964875,-248.48525|108.136375,-235.71375|109.03025,-244.294375|109.64525,-245.106875|109.47275,-246.793875|106.818625,-244.99175|107.964375,-241.85975|105.14275,-244.042125|106.01575,-249.065875|107.47,-249.202625|109.14475,-243.7175|109.077,-242.719375|106.037875,
-92.150625|1.126125,-85.565875|1.378625,-90.567125|0.820125,-85.391375|1.124625,-91.84575|1.282375,-95.078625|1.4385,-11.011|0.0,-66.56875|1.213625,-67.711625|1.343125,-67.0|1.32025,-251.89175|110.779,-252.131875|109.403875,-248.676375|108.946,-249.424875|109.318,-247.615625|109.538125,-247.396875|111.798,-237.430875|108.50875,-242.913125|106.469875,-246.9995|107.768875,-250.556875|108.181,-235.727375|103.364125,-244.053375|103.271625,-240.53325|103.419375,-243.337125|105.122875,-244.649|102.399125,-244.7905|105.9095,-244.294125|101.93375,-240.27725|104.030875,-241.107875|102.557375,-242.99675|101.939,-233.876|107.969375,-237.07675|106.854125,-236.125375|108.02725,-236.17425|105.41325,-227.85325|102.3615,-232.152|105.22575,-236.08425|107.849375,-235.535625|106.38775,-235.96375|105.42975,-232.6375|102.42875,-242.9435|107.321,-242.247|105.03475,-248.707625|106.127125,-244.763|108.80975,-236.231125|105.32575,-241.14075|108.55825,-240.981125|106.974875,-236.689125|104.6285,-244.13625|109.058,-241.803125|105.191625,-242.453125|111.418,-239.417375|112.29075,-237.69925|108.858625,-237.236|111.266875,-240.5625|110.8145,-236.647|109.6965,-235.8415|109.8405,-238.705875|108.097875,-236.906875|111.46975,-234.5535|110.2995,-246.855875|113.40725,-250.42|113.897,-246.74525|108.94825,-247.367|111.2715,-251.012|112.828,-245.59875|114.41475,-243.85125|112.187875,-250.308|111.16525,-247.62425|113.054875,-246.246875|112.526625,-252.6|111.07975,-247.2495|114.581625,-247.4375|110.301,-249.30675|114.178875,-246.968125|114.17525,-244.6755|110.63175,-252.456|113.098125,-246.709125|111.0965,-244.043|115.39675,-246.6095|112.271875,-237.056625|106.544125,-242.210375|111.69675,-243.744625|112.376,-237.51425|106.769,-236.18325|106.008625,-232.8935|108.467125,-241.60525|111.030375,-243.604375|109.910625,-243.750375|105.7095,-232.642|107.68375,-244.712125|105.634875,-243.758125|107.64025,-245.190125|104.884375,-242.457|106.2795,-245.62|105.968875,-240.842375|106.827375,-249.534125|107.32625,-246.88125|106.832625,-249.615125|108.433125,-243.66925|105.41425,
-69.139875|1.01025,-63.63725|0.571,-80.405875|1.17375,-75.72675|0.816,-77.835|1.0215,-70.5665|1.12675,-71.70125|1.13075,-8.008|0.0,-55.4375|1.071375,-56.200125|1.37375,-244.748875|106.096,-249.21925|109.5665,-241.446375|107.059625,-246.117375|109.021875,-240.0355|107.846375,-242.8025|110.111125,-237.5615|108.948,-249.10975|110.053625,-247.811125|108.379375,-248.704875|110.312375,-234.0225|104.656875,-241.756|103.33125,-238.223125|100.737375,-241.386125|105.392375,-237.638|102.097125,-247.43625|109.6415,-243.9305|104.655625,-240.824125|103.743125,-243.584625|104.493875,-242.03475|104.43975,-235.272125|107.148,-234.78075|108.35225,-233.423625|105.41425,-232.257625|104.405375,-230.530375|104.5035,-234.178375|105.256,-230.78525|105.7955,-229.813625|103.306875,-234.712875|105.193375,-236.321625|106.357,-241.58175|107.196875,-242.422375|107.597375,-245.65225|104.663375,-232.8855|104.189125,-238.262|107.19525,-237.565875|108.028375,-233.272875|106.282375,-237.381875|106.06,-239.69125|105.9155,-241.320625|104.817875,-243.8285|111.30125,-240.185875|114.39575,-239.171625|112.19375,-240.324125|115.675375,-235.176375|110.635125,-241.98525|113.585,-234.90375|110.232375,-237.302125|111.612,-236.974375|110.135625,-232.2295|109.958125,-243.478625|115.041,-246.460125|112.524875,-250.79|114.265625,-253.32275|114.01225,-245.4295|111.030625,-243.10575|111.636125,-244.756875|110.37825,-249.29325|111.319,-250.080875|112.725875,-248.191|112.3675,-249.1495|111.8995,-244.486375|111.52925,-244.5935|112.78825,-247.589875|115.10075,-246.41575|113.78425,-244.05125|111.52125,-251.92675|114.063125,-250.432375|115.355625,-235.858375|111.4445,-247.695375|115.221,-238.257|110.857125,-232.702125|107.02075,-238.6405|109.517125,-235.09175|107.627,-232.473375|106.865375,-239.564375|108.42025,-239.202125|107.414125,-236.58175|109.648125,-254.669375|112.222375,-231.2125|106.23825,-242.539125|105.12175,-240.9605|105.86975,-236.1195|104.54075,-243.893375|110.2475,-246.104125|106.713375,-239.333875|105.00775,-244.475375|103.988625,-242.143875|105.082625,-246.554625|107.038875,-246.028375|106.5135,
-57.128375|0.695625,-49.534125|0.394625,-59.67775|0.9725,-57.55675|0.972875,-61.84725|0.59975,-51.123625|0.64525,-54.585625|0.5825,-50.516|0.7195,-8.008|0.0,-47.8855|0.8925,-244.461625|109.60775,-241.435625|106.44075,-246.1965|110.77025,-246.75275|108.5585,-240.115875|107.857125,-244.826|108.883875,-234.744875|109.395625,-242.678625|107.75425,-246.835875|110.764625,-246.273|109.072,-229.345|101.694875,-240.249375|104.132875,-242.844875|105.32725,-236.683125|101.227625,-242.01375|104.836625,-239.0105|104.29125,-238.614625|103.982375,-238.9875|103.16025,-237.254875|103.108125,-236.560625|100.776,-232.3165|107.148,-228.696375|104.504375,-227.515375|104.8805,-232.16325|104.8295,-229.49875|104.736125,-233.0925|105.94925,-234.186375|107.3335,-229.08875|106.43775,-234.963125|110.172375,-228.827|105.50275,-240.0785|106.173875,-237.79875|108.196875,-243.259625|106.381,-235.27725|106.982,-235.40875|107.78525,-237.43425|108.80875,-230.683375|104.608625,-237.495625|106.181625,-235.7245|106.626375,-239.55125|106.127875,-241.3075|114.943625,-230.565375|109.590625,-227.42525|109.15325,-231.3545|111.120125,-237.18475|112.859875,-228.795|108.23075,-236.470875|110.204,-229.964875|107.827125,-228.7875|109.57625,-232.579625|111.299,-244.228875|111.79575,-252.5355|117.695875,-241.938625|111.734,-247.396375|113.2745,-243.102875|113.667125,-251.864125|116.08425,-247.564125|115.797875,-245.40025|114.198625,-249.263875|115.153125,-238.93025|112.928125,-245.181|113.514875,-244.405625|113.359375,-244.51925|111.48075,-247.5095|111.823625,-241.221375|110.5495,-245.429375|113.62425,-243.616|110.576875,-242.01575|110.8495,-245.512875|115.737,-243.38|112.866875,-233.143125|108.466625,-232.682125|108.123625,-234.201125|108.30425,-235.798125|109.591125,-238.30525|110.0355,-237.88825|109.44325,-237.174125|109.4135,-230.59875|106.39225,-244.09175|107.8415,-230.072375|107.920125,-236.804|103.906125,-239.716|105.3655,-238.0955|107.266625,-237.814125|107.047625,-238.954|106.07825,-240.914625|105.275875,-247.759125|107.6605,-245.54025|108.17725,-240.35925|104.63325,-240.802125|106.09175,
-48.2855|1.4155,-39.765125|1.08075,-46.508625|1.34875,-42.5575|0.868,-47.10625|1.2665,-42.464625|1.24475,-44.20175|0.58175,-42.450375|0.95875,-40.446375|0.995,-10.01|0.0,-246.555|112.86425,-247.580125|113.95175,-246.331|115.5305,-247.114375|111.95975,-241.55025|112.4175,-248.4775|114.07675,-239.987625|114.1035,-248.668375|113.69625,-247.9785|112.7915,-244.84725|113.974625,-233.796125|106.72725,-239.063125|106.9055,-239.05875|108.022125,-244.930125|110.18125,-239.81675|110.11225,-238.76|105.870125,-238.859625|105.283375,-235.849125|106.602375,-234.63975|105.8125,-239.66175|105.671875,-238.1765|116.078125,-232.943875|110.237375,-241.47725|114.370875,-232.96475|111.587,-232.035|111.81675,-234.792|113.16025,-236.57125|113.728875,-230.43275|111.15925,-238.61425|115.104125,-230.992625|110.0565,-233.11675|108.55375,-239.631625|112.4195,-244.23825|112.68825,-234.837625|110.0575,-238.04975|110.034125,-232.91675|109.598875,-237.406875|113.141375,-236.424875|111.363375,-240.5915|110.332,-236.407625|111.518,-234.799125|113.11925,-239.271625|118.779,-234.376875|117.2495,-242.034875|119.223375,-235.7195|117.42425,-241.668125|118.479375,-233.21975|115.76425,-238.577|117.862375,-239.68925|120.06725,-239.981875|118.65075,-243.90575|116.465375,-244.99625|116.869125,-242.392375|115.409375,-243.598|116.889625,-253.026625|120.766625,-241.8905|114.565125,-245.7725|118.6475,-248.335125|118.944375,-247.1175|115.68325,-248.506625|118.507,-244.682125|116.26275,-245.641625|116.69725,-247.474875|116.037875,-244.369|115.103375,-243.9055|113.772125,-250.375375|117.6725,-244.9455|115.227125,-251.041|118.44075,-234.875625|114.934875,-240.740375|115.378375,-233.35525|113.4615,-232.788625|113.66775,-232.584125|111.1925,-235.9105|114.405375,-236.29825|113.132375,-236.57675|113.0725,-232.503375|111.1545,-234.33275|113.834125,-247.079125|112.05475,-230.173625|110.94975,-241.117875|109.427875,-241.9825|107.985875,-240.33775|109.072875,-238.761625|110.787375,-238.18375|107.522625,-238.442625|107.8965,-244.30675|109.56225,-236.503|108.374125,-246.156625|108.72175,-237.059625|107.472875,
